Code,Family,Speaker,Vitality,Country,Digital Language Support
gim,Trans-New Guinea,10K to 1M,Stable,Papua New Guinea,Still
gin,Nakh-Daghestanian,Less than 10K,Endangered,Russian Federation,Still
gip,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
giq,Kra-Dai,Less than 10K,Endangered,Viet Nam,Still
gir,Kra-Dai,,Endangered,Viet Nam,Still
gis,Afro-Asiatic,10K to 1M,Stable,Cameroon,Emerging
git,Tsimshian,Less than 10K,Endangered,Canada,Emerging
giu,Kra-Dai,,Extinct,China,Still
giw,Kra-Dai,Less than 10K,Endangered,China,Still
gix,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
giy,Australian,,Extinct,Australia,Still
giz,Afro-Asiatic,10K to 1M,Stable,Cameroon,Emerging
gjk,Indo-European,10K to 1M,Stable,Pakistan,Still
gjm,Australian,,Extinct,Australia,Still
gjn,Niger-Congo,10K to 1M,Institutional,Ghana,Still
gjr,Mixed language,Less than 10K,Stable,Australia,Still
gju,Indo-European,1M to 1B,Stable,India,Still
gka,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
gkd,Trans-New Guinea,,Endangered,Papua New Guinea,
gke,Niger-Congo,,Endangered,Cameroon,Emerging
gkn,Niger-Congo,10K to 1M,Stable,Nigeria,Still
gko,Australian,,Extinct,Australia,Still
gkp,Niger-Congo,10K to 1M,Stable,Guinea,Still
gla,Indo-European,10K to 1M,Institutional,United Kingdom,Vital
glb,Afro-Asiatic,Less than 10K,Stable,Nigeria,
glc,Niger-Congo,Less than 10K,Stable,Chad,Emerging
gld,Tungusic,Less than 10K,Endangered,Russian Federation,Still
gle,Indo-European,1M to 1B,Endangered,Ireland,Vital
glg,Indo-European,1M to 1B,Institutional,Spain,Vital
glh,Indo-European,10K to 1M,Stable,Afghanistan,Still
glj,Niger-Congo,Less than 10K,Stable,Chad,Emerging
glk,Indo-European,1M to 1B,Institutional,Iran,Emerging
glo,Afro-Asiatic,Less than 10K,Endangered,Nigeria,Still
glr,Niger-Congo,Less than 10K,Endangered,Liberia,Still
glu,Nilo-Saharan,10K to 1M,Stable,Chad,Emerging
glv,Indo-European,Less than 10K,Endangered,Isle of Man,Ascending
glw,Afro-Asiatic,10K to 1M,Stable,Nigeria,Still
gly,Nilo-Saharan,,Endangered,Sudan,Still
gma,Australian,,Extinct,Australia,Still
gmb,Austronesian,Less than 10K,Stable,Solomon Islands,Still
gmd,Niger-Congo,Less than 10K,Endangered,Nigeria,Still
gmg,Trans-New Guinea,,Stable,Papua New Guinea,Still
gmm,Niger-Congo,Less than 10K,Stable,Cameroon,Still
gmn,Niger-Congo,Less than 10K,Endangered,Cameroon,Emerging
gmr,Australian,,Endangered,Australia,
gmu,Gum,Less than 10K,Stable,Papua New Guinea,Still
gmv,Afro-Asiatic,1M to 1B,Institutional,Ethiopia,Still
gmx,Niger-Congo,Less than 10K,Stable,Tanzania,Still
gmz,Niger-Congo,10K to 1M,Stable,Nigeria,Still
gna,Niger-Congo,Less than 10K,Stable,Burkina Faso,Still
gnb,Sino-Tibetan,10K to 1M,Stable,India,Still
gnc,Afro-Asiatic,,Extinct,Spain,Still
gnd,Afro-Asiatic,10K to 1M,Stable,Cameroon,Emerging
gne,Niger-Congo,Less than 10K,Endangered,Nigeria,Still
gng,Niger-Congo,10K to 1M,Stable,Togo,Still
gnh,Niger-Congo,,Endangered,Nigeria,Still
gni,Australian,Less than 10K,Endangered,Australia,Still
gnj,Niger-Congo,Less than 10K,Endangered,Côte d’Ivoire.,
gnk,Khoe-Kwadi,Less than 10K,Endangered,Botswana,Still
gnl,Australian,,Extinct,Australia,Still
gnm,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
gnn,Australian,Less than 10K,Endangered,Australia,Emerging
gno,Dravidian,1M to 1B,Stable,India,Still
gnq,Austronesian,Less than 10K,Endangered,Malaysia,Still
gnr,Australian,,Endangered,Australia,Still
gnt,South-Central Papuan,Less than 10K,Stable,Papua New Guinea,Still
gnu,Torricelli,Less than 10K,Stable,Papua New Guinea,Still
gnw,Tupian,Less than 10K,Stable,Bolivia,Emerging
gnz,Niger-Congo,Less than 10K,Endangered,Central African Republic,Still
goa,Niger-Congo,10K to 1M,Stable,Côte d’Ivoire.,Still
gob,Guajiboan,Less than 10K,Endangered,Colombia,Still
goc,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
god,Niger-Congo,10K to 1M,Stable,Côte d’Ivoire.,Still
goe,Sino-Tibetan,Less than 10K,Endangered,Bhutan,Still
gof,Afro-Asiatic,10K to 1M,Institutional,Ethiopia,Still
gog,Niger-Congo,1M to 1B,Stable,Tanzania,Still
goi,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
goj,Indo-European,10K to 1M,Stable,India,Still
gok,Indo-European,10K to 1M,Stable,India,Still
gol,Niger-Congo,10K to 1M,Stable,Liberia,Still
gom,Indo-European,1M to 1B,Stable,India,Emerging
goo,Austronesian,Less than 10K,Stable,Fiji,Still
gop,Austronesian,Less than 10K,Endangered,Indonesia,Still
goq,Austronesian,Less than 10K,Endangered,Indonesia,Still
gor,Austronesian,10K to 1M,Endangered,Indonesia,Emerging
gos,Indo-European,10K to 1M,Stable,Netherlands,Emerging
gou,Afro-Asiatic,10K to 1M,Endangered,Cameroon,Emerging
gov,Niger-Congo,Less than 10K,Stable,Côte d’Ivoire.,
gow,Afro-Asiatic,10K to 1M,Stable,Tanzania,Still
gox,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
goy,Niger-Congo,,Endangered,Chad,Emerging
goz,Indo-European,,Endangered,Iran,Still
gpa,Niger-Congo,10K to 1M,Stable,Nigeria,Still
gpe,Creole,1M to 1B,Institutional,Ghana,Still
gpn,Language isolate,,Endangered,Papua New Guinea,Still
gqa,Afro-Asiatic,10K to 1M,Stable,Nigeria,Still
gqi,Sino-Tibetan,Less than 10K,Endangered,China,Still
gqn,Maipurean,,Endangered,Brazil,Still
gqr,Nilo-Saharan,10K to 1M,Stable,Chad,Emerging
gqu,Kra-Dai,Less than 10K,Endangered,China,Still
gra,Indo-European,10K to 1M,Stable,India,Still
grc,Indo-European,,Endangered,Greece,Ascending
grd,Afro-Asiatic,10K to 1M,Endangered,Nigeria,Still
grg,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
grh,Niger-Congo,10K to 1M,Stable,Nigeria,Still
gri,Austronesian,10K to 1M,Stable,Solomon Islands,Still
grj,Niger-Congo,10K to 1M,Stable,Liberia,Still
grm,Austronesian,,Endangered,Malaysia,Still
gro,Sino-Tibetan,10K to 1M,Endangered,China,Still
grq,Ramu-Lower Sepik,,Endangered,Papua New Guinea,Still
grr,Afro-Asiatic,10K to 1M,Stable,Algeria,Emerging
grs,Nimboran,Less than 10K,Endangered,Indonesia,Still
grt,Sino-Tibetan,1M to 1B,Institutional,India,Still
gru,Afro-Asiatic,10K to 1M,Stable,Ethiopia,Still
grv,Niger-Congo,10K to 1M,Stable,Liberia,Still
grw,Austronesian,,Endangered,Papua New Guinea,Still
grx,Kwomtari,Less than 10K,Endangered,Papua New Guinea,Still
gry,Niger-Congo,10K to 1M,Stable,Liberia,Still
grz,Austronesian,,Extinct,Papua New Guinea,Still
gse,Sign language,10K to 1M,Stable,Ghana,Still
gsg,Sign language,10K to 1M,Stable,Germany,Still
gsl,Niger-Congo,10K to 1M,Stable,Senegal,Emerging
gsm,Sign language,10K to 1M,Stable,Guatemala,Still
gsn,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
gso,Niger-Congo,10K to 1M,Stable,Central African Republic,Still
gsp,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
gss,Sign language,10K to 1M,Stable,Greece,Still
gsw,Indo-European,1M to 1B,Stable,Switzerland,Ascending
gta,Language isolate,,Endangered,Brazil,Still
gtu,Australian,,Extinct,Australia,Still
gua,Niger-Congo,,Endangered,Nigeria,Still
gub,Tupian,10K to 1M,Stable,Brazil,Still
guc,Maipurean,10K to 1M,Stable,Colombia,Emerging
gud,Niger-Congo,10K to 1M,Stable,Côte d’Ivoire.,Still
gue,Australian,Less than 10K,Endangered,Australia,Still
guf,Australian,Less than 10K,Endangered,Australia,Emerging
gug,Tupian,1M to 1B,Institutional,Paraguay,Ascending
guh,Guajiboan,10K to 1M,Stable,Colombia,Emerging
gui,Tupian,10K to 1M,Stable,Bolivia,Emerging
guj,Indo-European,1M to 1B,Institutional,India,Vital
guk,Nilo-Saharan,10K to 1M,Institutional,Ethiopia,Still
gul,Creole,Less than 10K,Endangered,United States,Emerging
gum,Paezan,10K to 1M,Stable,Colombia,Emerging
gun,Tupian,10K to 1M,Stable,Brazil,Emerging
guo,Guajiboan,Less than 10K,Stable,Colombia,Emerging
gup,Australian,Less than 10K,Stable,Australia,Still
guq,Tupian,Less than 10K,Stable,Paraguay,Still
gur,Niger-Congo,10K to 1M,Stable,Ghana,Emerging
gus,Sign language,10K to 1M,Stable,Guinea,Still
gut,Chibchan,Less than 10K,Endangered,Costa Rica,Still
guu,Yanomaman,10K to 1M,Stable,Venezuela,Still
guw,Niger-Congo,1M to 1B,Stable,Benin,Still
gux,Niger-Congo,1M to 1B,Stable,Burkina Faso,Emerging
guz,Niger-Congo,1M to 1B,Stable,Kenya,Emerging
gva,Mascoyan,,Endangered,Paraguay,Still
gvc,Tucanoan,Less than 10K,Endangered,Brazil,Emerging
gve,Austronesian,Less than 10K,Endangered,Papua New Guinea,Still
gvf,Trans-New Guinea,10K to 1M,Stable,Papua New Guinea,Still
gvj,Tupian,Less than 10K,Stable,Brazil,Still
gvl,Nilo-Saharan,10K to 1M,Stable,Chad,Emerging
gvm,Niger-Congo,Less than 10K,Endangered,Nigeria,Still
gvn,Australian,Less than 10K,Endangered,Australia,Still
gvo,Tupian,Less than 10K,Stable,Brazil,Still
gvp,Jean,Less than 10K,Endangered,Brazil,Still
gvr,Sino-Tibetan,10K to 1M,Endangered,Nepal,Still
gvs,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
gvy,Australian,,Extinct,Australia,Still
gwa,Niger-Congo,10K to 1M,Stable,Côte d’Ivoire.,Still
gwb,Niger-Congo,Less than 10K,Endangered,Nigeria,Still
gwc,Indo-European,10K to 1M,Endangered,Pakistan,Still
gwd,Afro-Asiatic,10K to 1M,Institutional,Ethiopia,Still
gwe,Niger-Congo,,Endangered,Tanzania,Still
gwf,Indo-European,Less than 10K,Endangered,Pakistan,Still
gwg,Niger-Congo,Less than 10K,Stable,Nigeria,Still
gwi,Eyak-Athabaskan,Less than 10K,Endangered,Canada,Emerging
gwj,Khoe-Kwadi,Less than 10K,Endangered,Botswana,Still
gwm,Australian,,Extinct,Australia,Still
gwn,Afro-Asiatic,10K to 1M,Stable,Nigeria,Still
gwr,Niger-Congo,10K to 1M,Institutional,Uganda,Emerging
gwt,Indo-European,10K to 1M,Stable,Afghanistan,Still
gwu,Australian,,Extinct,Australia,Still
gww,Australian,,Endangered,Australia,Still
gwx,Niger-Congo,10K to 1M,Stable,Ghana,Still
gxx,Niger-Congo,10K to 1M,Stable,Côte d’Ivoire.,Still
gya,Niger-Congo,10K to 1M,Stable,Central African Republic,Still
gyd,Australian,,Endangered,Australia,Still
gye,Niger-Congo,Less than 10K,Stable,Nigeria,Still
gyf,Australian,,Extinct,Australia,Still
gyg,Niger-Congo,Less than 10K,Stable,Central African Republic,Still
gyi,Niger-Congo,Less than 10K,Endangered,Cameroon,Emerging
gyl,Afro-Asiatic,10K to 1M,Stable,Ethiopia,Still
gym,Chibchan,10K to 1M,Stable,Panama,Still
gyn,Creole,10K to 1M,Stable,Guyana,Emerging
gyo,Sino-Tibetan,Less than 10K,Endangered,Nepal,
gyr,Tupian,Less than 10K,Stable,Bolivia,Still
gyy,Australian,,Extinct,Australia,Still
gyz,Afro-Asiatic,Less than 10K,Stable,Nigeria,
gza,Afro-Asiatic,Less than 10K,Stable,Sudan,Still
gzi,Indo-European,Less than 10K,Endangered,Iran,Still
gzn,Austronesian,Less than 10K,Endangered,Indonesia,Still
haa,Eyak-Athabaskan,,Endangered,United States,Still
hab,Sign language,10K to 1M,Stable,Viet Nam,Still
hac,Indo-European,10K to 1M,Endangered,Iran,Still
had,Language isolate,10K to 1M,Stable,Indonesia,Still
hae,Afro-Asiatic,1M to 1B,Stable,Ethiopia,Still
haf,Sign language,Less than 10K,Stable,Viet Nam,Still
hag,Niger-Congo,Less than 10K,Stable,Ghana,Still
hah,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
haj,Indo-European,10K to 1M,Stable,India,Still
hak,Sino-Tibetan,1M to 1B,Institutional,China,Ascending
hal,Austro-Asiatic,10K to 1M,Endangered,Viet Nam,Still
ham,Sepik,Less than 10K,Stable,Papua New Guinea,Still
han,Niger-Congo,10K to 1M,Stable,Tanzania,Still
hao,Austronesian,10K to 1M,Institutional,Papua New Guinea,Still
hap,Trans-New Guinea,Less than 10K,Endangered,Indonesia,Still
haq,Niger-Congo,1M to 1B,Stable,Tanzania,Still
har,Afro-Asiatic,10K to 1M,Stable,Ethiopia,Emerging
has,Wakashan,,Endangered,Canada,Emerging
hat,Creole,1M to 1B,Institutional,Haiti,Ascending
hau,Afro-Asiatic,1M to 1B,Institutional,Nigeria,Ascending
hav,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
haw,Austronesian,Less than 10K,Institutional,United States,Ascending
hax,Haida,,Endangered,Canada,Still
hay,Niger-Congo,1M to 1B,Stable,Tanzania,Still
haz,Indo-European,1M to 1B,Stable,Afghanistan,Still
hba,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
hbb,Afro-Asiatic,10K to 1M,Stable,Nigeria,Still
hbn,Niger-Congo,Less than 10K,Endangered,Sudan,Still
hbo,Afro-Asiatic,,Endangered,Israel,Emerging
hbu,Austronesian,Less than 10K,Endangered,East Timor,Still
hca,Creole,10K to 1M,Stable,India,Still
hch,Uto-Aztecan,10K to 1M,Stable,Mexico,Still
hdn,Haida,,Endangered,Canada,Emerging
hds,Sign language,10K to 1M,Stable,Honduras,Still
hdy,Afro-Asiatic,1M to 1B,Institutional,Ethiopia,Still
hea,Hmong-Mien,1M to 1B,Endangered,China,Still
heb,Afro-Asiatic,1M to 1B,Institutional,Israel,Thriving
hed,Afro-Asiatic,10K to 1M,Stable,Chad,Emerging
heg,Austronesian,10K to 1M,Endangered,Indonesia,Still
heh,Niger-Congo,1M to 1B,Endangered,Tanzania,Still
hei,Wakashan,,Endangered,Canada,Emerging
hem,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
her,Niger-Congo,10K to 1M,Institutional,Namibia,Emerging
hgm,Khoe-Kwadi,10K to 1M,Stable,Namibia,Still
hgw,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
hhi,Trans-New Guinea,,Stable,Papua New Guinea,Still
hhr,Niger-Congo,10K to 1M,Stable,Senegal,Emerging
hhy,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
hia,Afro-Asiatic,10K to 1M,Stable,Nigeria,Emerging
hib,Cholonan,,Extinct,Peru,Still
hid,Siouan-Catawban,Less than 10K,Endangered,United States,Still
hif,Indo-European,10K to 1M,Institutional,Fiji,Emerging
hig,Afro-Asiatic,10K to 1M,Stable,Nigeria,Emerging
hih,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
hii,Indo-European,10K to 1M,Stable,India,Still
hij,Niger-Congo,Less than 10K,Endangered,Cameroon,Emerging
hik,Austronesian,10K to 1M,Endangered,Indonesia,Still
hil,Austronesian,1M to 1B,Institutional,Philippines,Ascending
hin,Indo-European,1M to 1B,Institutional,India,Thriving
hio,Khoe-Kwadi,Less than 10K,Endangered,Botswana,Still
hir,Unclassified,,Stable,Brazil,Still
hiw,Austronesian,Less than 10K,Stable,Vanuatu,Still
hix,Cariban,Less than 10K,Stable,Brazil,Still
hji,Austronesian,10K to 1M,Stable,Indonesia,Still
hka,Niger-Congo,Less than 10K,Endangered,Tanzania,Still
hke,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
hkh,Indo-European,10K to 1M,Stable,India,
hkk,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
hkn,Austro-Asiatic,,Endangered,Cambodia,
hks,Sign language,Less than 10K,Stable,China—Hong Kong,Still
hla,Austronesian,10K to 1M,Stable,Papua New Guinea,Still
hlb,Indo-European,1M to 1B,Institutional,India,Still
hld,Austro-Asiatic,Less than 10K,Endangered,Viet Nam,Still
hle,Sino-Tibetan,10K to 1M,Endangered,China,Still
hlt,Sino-Tibetan,10K to 1M,Stable,Myanmar,Still
hma,Hmong-Mien,10K to 1M,Endangered,China,Still
hmb,Nilo-Saharan,10K to 1M,Stable,Mali,Emerging
hmc,Hmong-Mien,10K to 1M,Stable,China,Still
hmd,Hmong-Mien,10K to 1M,Stable,China,Still
hme,Hmong-Mien,10K to 1M,Endangered,China,Still
hmf,Hmong-Mien,,Stable,Viet Nam,Still
hmg,Hmong-Mien,10K to 1M,Stable,China,Still
hmh,Hmong-Mien,10K to 1M,Stable,China,Still
hmi,Hmong-Mien,10K to 1M,Stable,China,Still
hmj,Hmong-Mien,10K to 1M,Endangered,China,Still
hml,Hmong-Mien,10K to 1M,Stable,China,Still
hmm,Hmong-Mien,10K to 1M,Stable,China,Still
hmo,Pidgin,10K to 1M,Institutional,Papua New Guinea,Emerging
hmp,Hmong-Mien,10K to 1M,Stable,China,Still
hmq,Hmong-Mien,10K to 1M,Stable,China,Still
hmr,Sino-Tibetan,10K to 1M,Institutional,India,Still
hms,Hmong-Mien,10K to 1M,Stable,China,Still
hmt,Trans-New Guinea,10K to 1M,Endangered,Papua New Guinea,Still
hmu,Trans-New Guinea,Less than 10K,Endangered,Indonesia,Still
hmv,Hmong-Mien,,Stable,Viet Nam,Still
hmw,Hmong-Mien,10K to 1M,Endangered,China,Still
hmy,Hmong-Mien,10K to 1M,Stable,China,Still
hmz,Hmong-Mien,10K to 1M,Stable,China,Still
hna,Afro-Asiatic,10K to 1M,Stable,Cameroon,Emerging
hnd,Indo-European,1M to 1B,Stable,Pakistan,Still
hne,Indo-European,1M to 1B,Stable,India,Still
hng,Niger-Congo,10K to 1M,Endangered,Angola,
hnh,Khoe-Kwadi,Less than 10K,Endangered,Botswana,Still
hni,Sino-Tibetan,10K to 1M,Stable,China,Still
hnj,Hmong-Mien,10K to 1M,Stable,Laos,Still
hnn,Austronesian,10K to 1M,Stable,Philippines,Still
hno,Indo-European,1M to 1B,Stable,Pakistan,Still
hns,Indo-European,10K to 1M,Stable,Suriname,Still
hnu,Austro-Asiatic,Less than 10K,Endangered,Laos,Still
hoa,Austronesian,Less than 10K,Endangered,Solomon Islands,Still
hob,Austronesian,Less than 10K,Stable,Papua New Guinea,Emerging
hoc,Austro-Asiatic,1M to 1B,Stable,India,Still
hod,Afro-Asiatic,,Extinct,Nigeria,Still
hoe,Niger-Congo,Less than 10K,Stable,Nigeria,Still
hoh,Afro-Asiatic,Less than 10K,Endangered,Yemen,Still
hoi,Eyak-Athabaskan,,Endangered,United States,Still
hoj,Indo-European,1M to 1B,Stable,India,Still
hol,Niger-Congo,10K to 1M,Stable,Angola,Still
hom,Niger-Congo,,Extinct,South Sudan,Still
hoo,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
hop,Uto-Aztecan,Less than 10K,Endangered,United States,Emerging
hor,Nilo-Saharan,,Extinct,Chad,Emerging
hos,Sign language,10K to 1M,Stable,Viet Nam,Still
hot,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
hov,Austronesian,Less than 10K,Endangered,Indonesia,Still
how,Sino-Tibetan,10K to 1M,Stable,China,Still
hoy,Dravidian,Less than 10K,Endangered,India,Still
hoz,Afro-Asiatic,Less than 10K,Endangered,Ethiopia,Still
hpo,Sino-Tibetan,,Endangered,Myanmar,Still
hps,Sign language,,Endangered,United States,Still
hra,Sino-Tibetan,10K to 1M,Endangered,India,Still
hrc,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
hre,Austro-Asiatic,10K to 1M,Stable,Viet Nam,Still
hrk,Austronesian,10K to 1M,Endangered,Indonesia,Still
hrm,Hmong-Mien,10K to 1M,Stable,China,Still
hro,Austronesian,10K to 1M,Endangered,Viet Nam,Still
hrp,Australian,,Extinct,Australia,Still
hrt,Afro-Asiatic,,Endangered,Turkey,Still
hru,Sino-Tibetan,Less than 10K,Endangered,India,Still
hrv,Indo-European,1M to 1B,Institutional,Croatia,Thriving
hrw,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
hrx,Indo-European,1M to 1B,Endangered,Brazil,Still
hrz,Indo-European,10K to 1M,Endangered,Iran,Still
hsb,Indo-European,10K to 1M,Endangered,Germany,Ascending
hsh,Sign language,10K to 1M,Stable,Hungary,Still
hsl,Sign language,10K to 1M,Stable,Nigeria,Still
hsn,Sino-Tibetan,1M to 1B,Stable,China,Emerging
hss,Afro-Asiatic,Less than 10K,Endangered,Oman,Still
hti,Austronesian,,Extinct,Indonesia,Still
hto,Witotoan,Less than 10K,Endangered,Colombia,Still
hts,Language isolate,Less than 10K,Endangered,Tanzania,Still
htu,Austronesian,10K to 1M,Endangered,Indonesia,Still
hub,Jivaroan,10K to 1M,Stable,Peru,Still
huc,Kx’a,,Endangered,Botswana,Still
hud,Austronesian,Less than 10K,Endangered,Indonesia,Still
hue,Huavean,Less than 10K,Endangered,Mexico,Still
huf,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
hug,Harákmbut,Less than 10K,Endangered,Peru,Still
huh,Mapudungu,,Endangered,Chile,Still
hui,Trans-New Guinea,10K to 1M,Stable,Papua New Guinea,Still
huj,Hmong-Mien,10K to 1M,Stable,China,Still
huk,Austronesian,,Extinct,Indonesia,Still
hul,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
hum,Niger-Congo,Less than 10K,Endangered,Democratic Republic of the Congo,Still
hun,Uralic,1M to 1B,Institutional,Hungary,Thriving
huo,Austro-Asiatic,Less than 10K,Endangered,China,Still
hup,Eyak-Athabaskan,,Endangered,United States,Emerging
huq,Austronesian,Less than 10K,Endangered,China,Still
hur,Salish,Less than 10K,Endangered,Canada,Emerging
hus,Mayan,10K to 1M,Stable,Mexico,Still
hut,Sino-Tibetan,Less than 10K,Stable,Nepal,Still
huu,Witotoan,Less than 10K,Endangered,Colombia,Still
huv,Huavean,10K to 1M,Stable,Mexico,Still
huw,Austronesian,,Extinct,Indonesia,Still
hux,Witotoan,Less than 10K,Endangered,Colombia,Still
huy,Afro-Asiatic,Less than 10K,Endangered,Israel,Still
huz,Nakh-Daghestanian,Less than 10K,Endangered,Russian Federation,Still
hvc,Unclassified,,Endangered,Haiti,Still
hve,Huavean,Less than 10K,Endangered,Mexico,Still
hvk,Austronesian,Less than 10K,Endangered,New Caledonia,Still
hvn,Austronesian,10K to 1M,Stable,Indonesia,Still
hvv,Huavean,Less than 10K,Endangered,Mexico,Still
hwa,Niger-Congo,Less than 10K,Endangered,Côte d’Ivoire.,Still
hwc,Creole,1M to 1B,Stable,United States,Emerging
hwo,Afro-Asiatic,10K to 1M,Stable,Nigeria,Still
hya,Afro-Asiatic,Less than 10K,Endangered,Cameroon,Emerging
hye,Indo-European,1M to 1B,Institutional,Armenia,Vital
hyw,Indo-European,1M to 1B,Stable,Turkey,
iai,Austronesian,Less than 10K,Endangered,New Caledonia,Still
ian,Sepik,Less than 10K,Endangered,Papua New Guinea,Still
iar,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
iba,Austronesian,1M to 1B,Institutional,Malaysia,Emerging
ibb,Niger-Congo,1M to 1B,Institutional,Nigeria,Emerging
ibd,Australian,Less than 10K,Endangered,Australia,Still
ibe,Niger-Congo,10K to 1M,Stable,Nigeria,Still
ibg,Austronesian,10K to 1M,Institutional,Philippines,Still
ibh,Austronesian,,Endangered,Viet Nam,
ibl,Austronesian,10K to 1M,Stable,Philippines,Still
ibm,Niger-Congo,10K to 1M,Stable,Nigeria,Still
ibn,Niger-Congo,10K to 1M,Stable,Nigeria,Still
ibo,Niger-Congo,1M to 1B,Institutional,Nigeria,Ascending
ibr,Niger-Congo,Less than 10K,Stable,Nigeria,Still
ibu,West Papuan,,Endangered,Indonesia,Still
iby,Niger-Congo,10K to 1M,Stable,Nigeria,Still
ica,Niger-Congo,10K to 1M,Stable,Benin,Still
ich,Niger-Congo,10K to 1M,Stable,Nigeria,Still
