Code,Language,Family
jcs,Konchri Sain,Sign language
jct,Krimchak,Turkic
jda,Jad,Sino-Tibetan
jdg,Jadgali,Indo-European
jdt,Judeo-Tat,Indo-European
jeb,Jebero,Cahuapanan
jeh,Jeh,Austro-Asiatic
jei,Yei,South-Central Papuan
jek,Jeri Kuo,Niger-Congo
jel,Yelmek,South-Central Papuan
jen,Dza,Niger-Congo
jer,Jere,Niger-Congo
jet,Manem,Border
jeu,Jonkor Bourmataguil,Afro-Asiatic
jgb,Ngbee,Niger-Congo
jge,Judeo-Georgian,Kartvelian
jgk,Gwak,Niger-Congo
jgo,Ngomba,Niger-Congo
jhi,Jehai,Austro-Asiatic
jhs,Jhankot Sign Language,Sign language
jia,Jina,Afro-Asiatic
jib,Jibu,Niger-Congo
jic,Tol,Jicaquean
jid,Bu,Niger-Congo
jie,Jilbe,Afro-Asiatic
jig,Jingulu,Australian
jii,Jiiddu,Afro-Asiatic
jil,Jilim,Trans-New Guinea
jim,Jimjimen,Afro-Asiatic
jio,Jiamao,Kra-Dai
jit,Jita,Niger-Congo
jiu,"Jinuo, Youle",Sino-Tibetan
jiv,Shuar,Jivaroan
jiy,"Jinuo, Buyuan",Sino-Tibetan
jje,Jejueo,Koreanic
jjr,Bankal,Niger-Congo
jka,Kaera,Trans-New Guinea
jkm,"Karen, Mobwa",Sino-Tibetan
jko,Kubo,Trans-New Guinea
jkp,"Karen, Paku",Sino-Tibetan
jkr,Koro,Sino-Tibetan
jks,Amami Koniya Sign Language,Sign language
jku,Labir,Niger-Congo
jle,Ngile,Niger-Congo
jls,Jamaican Sign Language,Sign language
jma,Dima,Trans-New Guinea
jmb,Zumbun,Afro-Asiatic
jmc,Machame,Niger-Congo
jmd,Yamdena,Austronesian
jmi,Jimi,Afro-Asiatic
jml,Jumli,Indo-European
jmn,Makuri Naga,Sino-Tibetan
jmr,Kamara,Niger-Congo
jms,Mashi,Niger-Congo
jmw,Mouwase,Trans-New Guinea
jmx,Western Juxtlahuaca Mixtec,Otomanguean
jna,Jangshung,Sino-Tibetan
jnd,Jandavra,Indo-European
jng,Yangman,Australian
jni,Janji,Niger-Congo
jnj,Yemsa,Afro-Asiatic
jnl,Rawat,Sino-Tibetan
jns,Jaunsari,Indo-European
job,Kiviila,Niger-Congo
jod,Wojenaka,Niger-Congo
jog,Jogi,Indo-European
jor,Jorá,Tupian
jos,Jordanian Sign Language,Sign language
jow,Jowulu,Niger-Congo
jpn,Japanese,Japonic
jpr,Dzhidi,Indo-European
jqr,Jaqaru,Aymaran
jra,Jarai,Austronesian
jrr,Jiru,Niger-Congo
jrt,Jakattoe,Afro-Asiatic
jru,Japreria,Cariban
jsl,Japanese Sign Language,Sign language
jua,Júma,Tupian
jub,Wannu,Niger-Congo
juc,Jurchen,Tungusic
jud,Worodougou,Niger-Congo
juh,Hõne,Niger-Congo
jui,Ngadjuri,Australian
juk,Wapan,Niger-Congo
jul,Jirel,Sino-Tibetan
jum,Jumjum,Nilo-Saharan
jun,Juang,Austro-Asiatic
juo,Jiba,Niger-Congo
jup,Hupdë,Puinavean
jur,Jurúna,Tupian
jus,Jumla Sign Language,Sign language
juu,Ju,Afro-Asiatic
juw,Wãpha,Niger-Congo
juy,Juray,Austro-Asiatic
jvd,Javindo,Creole
jvn,Suriname Javanese,Austronesian
jwi,Jwira-Pepesa,Niger-Congo
jye,"Arabic, Judeo-Yemeni",Afro-Asiatic
jyy,Jaya,Nilo-Saharan
kaa,Karakalpak,Turkic
kab,Kabyle,Afro-Asiatic
kac,Jingpho,Sino-Tibetan
kad,Adara,Niger-Congo
kae,Ketangalan,Austronesian
kaf,Katso,Sino-Tibetan
kag,Kajaman,Austronesian
kah,Kara,Unclassified
kai,Karekare,Afro-Asiatic
kaj,Jju,Niger-Congo
kak,Kalanguya,Austronesian
kal,Greenlandic,Eskimo-Aleut
kam,Kamba,Niger-Congo
kan,Kannada,Dravidian
kao,Xaasongaxango,Niger-Congo
kap,Bezhta,Nakh-Daghestanian
kaq,Capanahua,Panoan
kas,Kashmiri,Indo-European
kat,Georgian,Kartvelian
kav,Katukína,Katukinan
kax,Kao,West Papuan
kay,Kamayurá,Tupian
kba,Kalarko,Australian
kbb,Kaxuiâna,Cariban
kbc,Kadiwéu,Guaykuruan
kbd,Kabardian,Abkhaz-Adyghe
kbe,Kanju,Australian
kbg,Khamba,Sino-Tibetan
kbh,Camsá,Language isolate
kbi,Kaptiau,Austronesian
kbj,Kari,Niger-Congo
kbk,Koiari,Trans-New Guinea
kbl,Kanembu,Nilo-Saharan
kbm,Iwal,Austronesian
kbn,Kare,Niger-Congo
kbo,Keliko,Nilo-Saharan
kbp,Kabiyè,Niger-Congo
kbq,Kamano,Trans-New Guinea
kbr,Kafa,Afro-Asiatic
kbs,Kande,Niger-Congo
kbt,Abadi,Austronesian
kbu,Kabutra,Indo-European
kbv,Dla,Senagi
kbw,Kaiep,Austronesian
kbx,Ap Ma,Ramu-Lower Sepik
kby,Manga Kanuri,Nilo-Saharan
kbz,Duhwa,Afro-Asiatic
kca,Khanty,Uralic
kcb,Kawacha,Trans-New Guinea
kcc,Lubila,Niger-Congo
kcd,"Kanum, Ngkâlmpw",South-Central Papuan
kce,Kaivi,Niger-Congo
kcf,Ukaan,Niger-Congo
kcg,Tyap,Niger-Congo
kch,Vono,Niger-Congo
kci,Kamantan,Niger-Congo
kcj,Kobiana,Niger-Congo
kck,Kalanga,Niger-Congo
kcl,Kala,Austronesian
kcm,Gula,Nilo-Saharan
kcn,Nubi,Creole
kco,Kinalakna,Trans-New Guinea
kcp,Kanga,Nilo-Saharan
kcq,Kamo,Niger-Congo
kcr,Katla,Niger-Congo
kcs,Koenoem,Afro-Asiatic
kct,Kayan,Ramu-Lower Sepik
kcu,Kami,Niger-Congo
kcv,Kete,Niger-Congo
kcw,Kabwari,Niger-Congo
kcx,Kachama-Ganjule,Afro-Asiatic
kcy,Korandje,Nilo-Saharan
kcz,Konongo,Niger-Congo
kda,Worimi,Australian
kdc,Kutu,Niger-Congo
kdd,Yankunytjatjara,Australian
kde,Makonde,Niger-Congo
kdf,Mamusi,Austronesian
kdg,Seba,Niger-Congo
kdh,Tem,Niger-Congo
kdi,Kumam,Nilo-Saharan
kdj,Ng’akarimojong,Nilo-Saharan
kdk,Numèè,Austronesian
kdl,Tsikimba,Niger-Congo
kdm,Gyong,Niger-Congo
kdn,Kunda,Niger-Congo
kdp,Nikyob-Nindem,Niger-Congo
kdq,Koch,Sino-Tibetan
kdr,Karaim,Turkic
kdt,Kuay,Austro-Asiatic
kdu,Kadaru,Nilo-Saharan
kdw,Koneraw,Trans-New Guinea
kdx,Kam,Niger-Congo
kdy,Keijar,Tor-Kwerba
kdz,Kwaja,Niger-Congo
kea,Kabuverdianu,Creole
keb,Kélé,Niger-Congo
kec,Keiga,Nilo-Saharan
ked,Kerewe,Niger-Congo
kee,"Keres, Eastern",Keresan
kef,Kpessi,Niger-Congo
keg,Tese,Nilo-Saharan
keh,Mevembet,Sepik
kei,Kei,Austronesian
kej,Kadar,Dravidian
kek,Q’eqchi’,Mayan
kel,Kela,Niger-Congo
kem,Kemak,Austronesian
ken,Kenyang,Niger-Congo
keo,Kakwa,Nilo-Saharan
kep,Kaikadi,Dravidian
keq,Kamar,Indo-European
ker,Kera,Afro-Asiatic
kes,Kugbo,Niger-Congo
ket,Ket,Yeniseian
keu,Akebu,Niger-Congo
kev,Kanikkaran,Dravidian
kew,West Kewapi,Trans-New Guinea
kex,Kukna,Indo-European
key,Kupia,Indo-European
kez,Kukele,Niger-Congo
kfa,Kodava,Dravidian
kfb,Northwestern Kolami,Dravidian
kfc,Konda-Dora,Dravidian
kfd,"Koraga, Korra",Dravidian
kfe,Kota,Dravidian
kff,Koya,Dravidian
kfg,Kudiya,Dravidian
kfh,Kurichiya,Dravidian
kfi,Kannada Kurumba,Dravidian
kfj,Kemiehua,Austro-Asiatic
kfl,Kung,Niger-Congo
kfm,Khunsari,Indo-European
kfn,Kuk,Niger-Congo
kfo,Koro,Niger-Congo
kfp,Korwa,Austro-Asiatic
kfq,Korku,Austro-Asiatic
kfr,Kacchi,Indo-European
kfs,Bilaspuri,Indo-European
kft,Kanjari,Indo-European
kfu,Katkari,Indo-European
kfv,Kurmukar,Indo-European
kfw,"Naga, Kharam",Sino-Tibetan
kfx,"Pahari, Kullu",Indo-European
kfy,Kumaoni,Indo-European
kfz,Koromfé,Niger-Congo
kga,Koyaga,Niger-Congo
kgb,Kawe,Austronesian
kge,Komering,Austronesian
kgf,Kube,Trans-New Guinea
kgg,Kusunda,Language isolate
kgi,Selangor Sign Language,Sign language
kgj,Gamal Kham,Sino-Tibetan
kgk,Kaiwá,Tupian
kgl,Kunggari,Australian
kgn,Karingani,Indo-European
kgo,Krongo,Nilo-Saharan
kgp,Kaingang,Jean
kgq,Kamoro,Trans-New Guinea
kgr,Abun,Language isolate
kgt,Somyev,Niger-Congo
kgu,Kovol,Trans-New Guinea
kgv,Karas,Trans-New Guinea
kgw,Karon Dori,Maybrat
kgx,Kamaru,Austronesian
kgy,Kyerung,Sino-Tibetan
kha,Khasi,Austro-Asiatic
khb,Lü,Kra-Dai
khc,Tukang Besi North,Austronesian
khd,"Kanum, Bädi",South-Central Papuan
khe,Korowai,Trans-New Guinea
khf,Khuen,Austro-Asiatic
khg,"Tibetan, Khams",Sino-Tibetan
khh,Kehu,East Geelvink Bay
khj,Kuturmi,Niger-Congo
khk,Halh Mongolian,Mongolic
khl,Lusi,Austronesian
khm,Khmer,Austro-Asiatic
khn,Khandesi,Indo-European
khp,Kapauri,Kaure
khq,"Songhay, Koyra Chiini",Nilo-Saharan
khr,Kharia,Austro-Asiatic
khs,Kasua,Trans-New Guinea
kht,Khamti,Kra-Dai
khu,Nkumbi,Niger-Congo
khv,Khvarshi,Nakh-Daghestanian
khw,Khowar,Indo-European
khx,Kanu,Niger-Congo
khy,Kele,Niger-Congo
khz,Keapara,Austronesian
kia,Kim,Niger-Congo
kib,Koalib,Niger-Congo
kic,Kickapoo,Algic
kid,Koshin,Niger-Congo
kie,Kibet,Nilo-Saharan
kif,"Kham, Eastern Parbate",Sino-Tibetan
kig,Kimaghima,Trans-New Guinea
kih,Kilmeri,Border
kii,Kitsai,Caddoan
kij,Kilivila,Austronesian
kik,Gikuyu,Niger-Congo
kil,Kariya,Afro-Asiatic
kim,Karagas,Turkic
kin,Kinyarwanda,Niger-Congo
kio,Kiowa,Kiowa-Tanoan
kip,Sheshi Kham,Sino-Tibetan
kiq,Kosare,Kaure
kis,Kis,Austronesian
kit,Agob,South-Central Papuan
kiu,Northern Zazaki,Indo-European
kiv,Kimbu,Niger-Congo
kiw,"Kiwai, Northeast",Trans-New Guinea
kix,Khiamniungan Naga,Sino-Tibetan
kiy,Kirikiri,Lakes Plain
kiz,Kisi,Niger-Congo
kja,Mlap,Nimboran
kjb,Q’anjob’al,Mayan
kjc,"Konjo, Coastal",Austronesian
kjd,"Kiwai, Southern",Trans-New Guinea
kje,Kisar,Austronesian
kjg,Khmu,Austro-Asiatic
kjh,Khakas,Turkic
kji,Zabana,Austronesian
kjj,Khinalugh,Nakh-Daghestanian
kjk,"Konjo, Highland",Austronesian
kjl,Western Parbate Kham,Sino-Tibetan
kjm,Kháng,Austro-Asiatic
kjo,Pahari Kinnauri,Indo-European
kjp,Pwo Eastern Karen,Sino-Tibetan
kjq,"Keres, Western",Keresan
kjr,Kurudu,Austronesian
kjs,East Kewapi,Trans-New Guinea
kjt,"Karen, Phrae Pwo",Sino-Tibetan
kju,Kashaya,Pomoan
kjx,Ramopa,North Bougainville
kjy,Pole,Trans-New Guinea
kjz,Bumthangkha,Sino-Tibetan
kka,Kakanda,Niger-Congo
kkb,Kwerisa,Lakes Plain
kkc,Odoodee,Trans-New Guinea
kkd,Kinuku,Niger-Congo
kke,Kakabe,Niger-Congo
kkf,"Monpa, Kalaktang",Sino-Tibetan
kkg,"Kalinga, Mabaka Valley",Austronesian
kkh,Khün,Kra-Dai
kki,Kagulu,Niger-Congo
kkj,Kako,Niger-Congo
kkk,Kokota,Austronesian
kkl,Kosarek Yale,Trans-New Guinea
kkm,Kiong,Niger-Congo
kkn,Kon Keu,Austro-Asiatic
kko,Karko,Nilo-Saharan
kkq,Kaiku,Niger-Congo
kkr,Kir-Balar,Afro-Asiatic
kks,Giiwo,Afro-Asiatic
kkt,Koyee,Sino-Tibetan
kku,Tumi,Niger-Congo
kkv,Kangean,Austronesian
kkw,Teke-Kukuya,Niger-Congo
kkx,Kohin,Austronesian
kky,Guugu Yimidhirr,Australian
kkz,Kaska,Eyak-Athabaskan
kla,Klamath-Modoc,Language isolate
klb,Kiliwa,Cochimí-Yuman
klc,Kolbila,Niger-Congo
kld,Gamilaraay,Australian
kle,Kulung,Sino-Tibetan
klf,Kendeje,Nilo-Saharan
klg,Tagakaulo,Austronesian
klh,Weliki,Trans-New Guinea
kli,Kalumpang,Austronesian
klj,Khalaj,Turkic
klk,Kono,Niger-Congo
kll,"Kalagan, Kagan",Austronesian
klm,Migum,Trans-New Guinea
klo,Kapya,Niger-Congo
klp,Kamasa,Trans-New Guinea
klq,Rumu,Trans-New Guinea
klr,Khaling,Sino-Tibetan
kls,Kalasha,Indo-European
klt,Nukna,Trans-New Guinea
klu,Klao,Niger-Congo
klv,Maskelynes,Austronesian
klw,Tado,Austronesian
klx,Koluwawa,Austronesian
kly,Kalao,Austronesian
klz,Kabola,Trans-New Guinea
kma,Konni,Niger-Congo
kmb,Kimbundu,Niger-Congo
kmc,Southern Dong,Kra-Dai
kmd,"Kalinga, Majukayang",Austronesian
kme,Bakole,Niger-Congo
kmf,Kare,Trans-New Guinea
kmg,Kâte,Trans-New Guinea
kmh,Kalam,Trans-New Guinea
kmi,Kami,Niger-Congo
kmj,Kumarbhag Paharia,Dravidian
kmk,Limos Kalinga,Austronesian
kml,"Kalinga, Tanudan",Austronesian
kmm,Kom,Sino-Tibetan
kmn,Awtuw,Sepik
kmo,Kwoma,Sepik
kmp,Gimme,Niger-Congo
kmq,Gwama,Nilo-Saharan
kmr,Northern Kurdish,Indo-European
kms,Kamasau,Torricelli
kmu,Kanite,Trans-New Guinea
kmv,Karipuna French Creole,Creole
kmw,Komo,Niger-Congo
kmx,Waboda,Trans-New Guinea
kmy,Koma,Niger-Congo
kmz,Khorasani Turkish,Turkic
kna,Dera,Afro-Asiatic
knb,Lubuagan Kalinga,Austronesian
knc,Yerwa Kanuri,Nilo-Saharan
knd,Konda,Trans-New Guinea
kne,Kankanaey,Austronesian
knf,Mankanya,Niger-Congo
kng,Koongo,Niger-Congo
kni,Kanufi,Niger-Congo
knj,Akateko,Mayan
knk,Kuranko,Niger-Congo
knl,Keninjal,Austronesian
knm,Kanamarí,Katukinan
knn,Konkani,Indo-European
kno,Kono,Niger-Congo
knp,Kwanja,Niger-Congo
knq,Kintaq,Austro-Asiatic
knr,Kaningra,Sepik
kns,Kensiu,Austro-Asiatic
knt,"Katukína, Panoan",Panoan
knu,Kono,Niger-Congo
knv,Tabo,South-Central Papuan
knw,Kung-Ekoka,Kx’a
knx,Kendayan,Austronesian
kny,Kanyok,Niger-Congo
knz,Kalamsé,Niger-Congo
koa,Konomala,Austronesian
koc,Kpati,Niger-Congo
kod,Kodi,Austronesian
koe,Kacipo-Bale Suri,Nilo-Saharan
kof,Kubi,Afro-Asiatic
kog,Kogi,Chibchan
koh,Koyo,Niger-Congo
koi,Komi-Permyak,Uralic
kol,Kol,Language isolate
koo,Konzo,Niger-Congo
kop,Waube,Trans-New Guinea
koq,Kota,Niger-Congo
kor,Korean,Koreanic
kos,Kosraean,Austronesian
kot,Lagwan,Afro-Asiatic
kou,Koke,Niger-Congo
kov,Kudu-Camo,Niger-Congo
kow,Kugama,Niger-Congo
koy,Koyukon,Eyak-Athabaskan
koz,Amako,Trans-New Guinea
kpa,Kutto,Afro-Asiatic
kpb,"Kurumba, Mullu",Dravidian
kpc,Curripaco,Maipurean
kpd,Koba,Austronesian
kpf,Komba,Trans-New Guinea
kpg,Kapingamarangi,Austronesian
kph,Kplang,Niger-Congo
kpi,Kofei,East Geelvink Bay
kpj,Karajá,Karajá
kpk,Kpan,Niger-Congo
kpl,Kpala,Niger-Congo
kpm,Koho,Austro-Asiatic
kpn,Kepkiriwát,Tupian
kpo,Ikposo,Niger-Congo
kpq,Korupun-Sela,Trans-New Guinea
kpr,Korafe-Yegha,Trans-New Guinea
kps,Tehit,West Papuan
kpt,Karata,Nakh-Daghestanian
kpu,Kafoa,Trans-New Guinea
kpv,Komi-Zyrian,Uralic
kpw,Kobon,Trans-New Guinea
kpx,"Koiali, Mountain",Trans-New Guinea
kpy,Koryak,Chukotko-Kamchatkan
kpz,Kupsapiiny,Nilo-Saharan
kqa,Mum,Trans-New Guinea
kqb,Kovai,Trans-New Guinea
kqc,Doromu-Koki,Trans-New Guinea
kqd,Koy Sanjaq Surat,Afro-Asiatic
kqe,Kalagan,Austronesian
kqf,Kakabai,Austronesian
kqg,Khe,Niger-Congo
kqh,Kisankasa,Nilo-Saharan
kqi,Koita,Trans-New Guinea
kqj,Koromira,South Bougainville
kqk,"Gbe, Kotafon",Niger-Congo
kql,Kyenele,Yuat
kqm,Khisa,Niger-Congo
kqn,Kaonde,Niger-Congo
kqo,"Krahn, Eastern",Niger-Congo
kqp,Kimré,Afro-Asiatic
kqq,Krenak,Botocudoan
kqr,Kimaragang,Austronesian
kqs,Northern Kissi,Niger-Congo
kqt,"Kadazan, Klias River",Austronesian
kqv,Okolod,Austronesian
kqw,Kandas,Austronesian
kqx,Mser,Afro-Asiatic
kqy,Koorete,Afro-Asiatic
kqz,Korana,Khoe-Kwadi
kra,Kumal,Indo-European
krb,Karkin,Miwok-Costanoan
krc,Karachay-Balkar,Turkic
krd,Kairui-Midiki,Austronesian
kre,Panará,Jean
krf,Koro,Austronesian
krh,Kurama,Niger-Congo
kri,Krio,Creole
krj,Kinaray-a,Austronesian
krk,Kerek,Chukotko-Kamchatkan
krl,Karelian,Uralic
krn,Sapo,Niger-Congo
krp,Durop,Niger-Congo
krr,Krung,Austro-Asiatic
krs,Gbaya,Nilo-Saharan
krt,"Kanuri, Tumari",Nilo-Saharan
kru,Kurux,Dravidian
krv,Kavet,Austro-Asiatic
krw,"Krahn, Western",Niger-Congo
krx,Karon,Niger-Congo
kry,Kryts,Nakh-Daghestanian
krz,"Kanum, Sota",South-Central Papuan
ksb,Shambala,Niger-Congo
ksc,Southern Kalinga,Austronesian
ksd,Kuanua,Austronesian
kse,Kuni,Austronesian
ksf,Bafia,Niger-Congo
ksg,Kusaghe,Austronesian
ksh,Ripuarian,Indo-European
ksi,I’saka,Skou
ksj,Uare,Trans-New Guinea
ksk,Kansa,Siouan-Catawban
ksl,Kumalu,Austronesian
ksm,Kumba,Niger-Congo
ksn,Kasiguranin,Austronesian
kso,Kofa,Afro-Asiatic
ksp,Kabba,Nilo-Saharan
ksq,Kwaami,Afro-Asiatic
ksr,Borong,Trans-New Guinea
kss,"Kisi, Southern",Niger-Congo
kst,Winyé,Niger-Congo
ksu,Khamyang,Kra-Dai
ksv,Kusu,Niger-Congo
ksw,S’gaw Karen,Sino-Tibetan
ksx,Kedang,Austronesian
ksy,Kharia Thar,Indo-European
ksz,Kodaku,Austro-Asiatic
kta,Katua,Austro-Asiatic
ktb,Kambaata,Afro-Asiatic
ktc,Kholok,Afro-Asiatic
ktd,Kokata,Australian
kte,Nubri,Sino-Tibetan
ktf,Kwami,Niger-Congo
ktg,Kalkutung,Australian
kth,Karanga,Nilo-Saharan
kti,"Muyu, North",Trans-New Guinea
ktj,Plapo Krumen,Niger-Congo
ktk,Kaniet,Austronesian
ktl,Koroshi,Indo-European
ktm,Kurti,Austronesian
ktn,Karitiâna,Tupian
kto,Kuot,Language isolate
ktp,Kaduo,Sino-Tibetan
kts,"Muyu, South",Trans-New Guinea
ktt,Ketum,Trans-New Guinea
ktu,Kituba,Creole
ktv,"Katu, Eastern",Austro-Asiatic
ktw,Kato,Eyak-Athabaskan
ktx,Kaxararí,Panoan
kty,Kango,Niger-Congo
ktz,Juǀ’hoansi,Kx’a
kua,Oshiwambo,Niger-Congo
kub,Kutep,Niger-Congo
kuc,Kwinsu,Tor-Kwerba
kud,’Auhelawa,Austronesian
kue,Kuman,Trans-New Guinea
kuf,"Katu, Western",Austro-Asiatic
kug,Kupa,Niger-Congo
kuh,Kushi,Afro-Asiatic
kui,Kuikúro-Kalapálo,Cariban
kuj,Kuria,Niger-Congo
kuk,Kepo’,Austronesian
kul,Kulere,Afro-Asiatic
kum,Kumyk,Turkic
kun,Kunama,Nilo-Saharan
kuo,Kumukio,Trans-New Guinea
kup,Kunimaipa,Trans-New Guinea
kuq,Karipuna,Tupian
kus,Kusaal,Niger-Congo
kut,Kutenai,Language isolate
kuu,Upper Kuskokwim,Eyak-Athabaskan
kuv,Kur,Austronesian
kuw,Kpagua,Niger-Congo
kux,Kukatja,Australian
kuy,Kuuku-Ya’u,Australian
kuz,Kunza,Language isolate
kva,Bagvalal,Nakh-Daghestanian
kvb,Kubu,Austronesian
kvc,Kove,Austronesian
kvd,Kui,Trans-New Guinea
kve,"Murut, Kalabakan",Austronesian
kvf,Kabalai,Afro-Asiatic
kvg,Kuni-Boazi,Trans-New Guinea
kvh,Komodo,Austronesian
kvi,Kwang,Afro-Asiatic
kvj,Psikye,Afro-Asiatic
kvk,Korean Sign Language,Sign language
kvl,Kayaw,Sino-Tibetan
kvm,Kendem,Niger-Congo
kvn,Border Kuna,Chibchan
kvo,Dobel,Austronesian
kvp,Kompane,Austronesian
kvq,"Karen, Geba",Sino-Tibetan
kvr,Kerinci,Austronesian
kvt,Lahta,Sino-Tibetan
kvu,Yinbaw,Sino-Tibetan
kvv,Kola,Austronesian
kvw,Wersing,Trans-New Guinea
kvx,Parkari Koli,Indo-European
kvy,Yintale,Sino-Tibetan
kvz,Tsaukambo,Trans-New Guinea
kwa,Dâw,Puinavean
kwb,Kwa,Niger-Congo
kwc,Likwala,Niger-Congo
kwd,Kwaio,Austronesian
kwe,Kwerba,Tor-Kwerba
kwf,Kwara’ae,Austronesian
kwg,Sara Kaba Démé,Nilo-Saharan
kwh,Kowiai,Austronesian
kwi,Awa-Cuaiquer,Barbacoan
kwj,Kwanga,Sepik
kwk,Kwakwala,Wakashan
kwl,Kofyar,Afro-Asiatic
kwm,Kwambi,Niger-Congo
kwn,Kwangali,Niger-Congo
kwo,Kwomtari,Kwomtari
kwp,Kodia,Niger-Congo
kwr,Kwer,Trans-New Guinea
kws,Kwese,Niger-Congo
kwt,Kwesten,Tor-Kwerba
kwu,Kwakum,Niger-Congo
kwv,Sara Kaba Naa,Nilo-Saharan
kww,Kwinti,Creole
kwx,Khirwar,Dravidian
kwy,San Salvador Kongo,Niger-Congo
kwz,Kwadi,Khoe-Kwadi
kxa,Kairiru,Austronesian
kxb,Krobu,Niger-Congo
kxc,Konso,Afro-Asiatic
kxd,Brunei,Austronesian
kxf,Kawyaw,Sino-Tibetan
kxh,Karo,Afro-Asiatic
kxi,Keningau Murut,Austronesian
kxj,Kulfa,Nilo-Saharan
kxk,Zayein,Sino-Tibetan
kxm,Northern Khmer,Austro-Asiatic
kxn,"Melanau, Kanowit-Tanjong",Austronesian
kxo,Kanoé,Language isolate
kxp,"Koli, Wadiyari",Indo-European
kxq,"Kanum, Smärky",South-Central Papuan
kxr,Koro,Austronesian
kxs,Kangjia,Mongolic
kxt,Koiwat,Sepik
kxv,Kuvi,Dravidian
kxw,Konai,Trans-New Guinea
kxx,Likuba,Niger-Congo
kxy,Kayong,Austro-Asiatic
kxz,Kerewo,Trans-New Guinea
kya,Kwaya,Niger-Congo
kyb,Butbut Kalinga,Austronesian
kyc,Kyaka,Trans-New Guinea
kyd,Karey,Austronesian
kye,Krache,Niger-Congo
kyf,Kouya,Niger-Congo
kyg,Keyagana,Trans-New Guinea
kyh,Karok,Language isolate
kyi,Kiput,Austronesian
kyj,Karao,Austronesian
kyk,Kamayo,Austronesian
kyl,Kalapuya,Takelman
kym,Kpatili,Niger-Congo
kyn,"Binukidnon, Northern",Austronesian
kyo,Klon,Trans-New Guinea
kyp,Kang,Kra-Dai
kyq,Kenga,Nilo-Saharan
kyr,Kuruáya,Tupian
kys,"Kayan, Baram",Austronesian
kyt,Kayagar,Trans-New Guinea
kyu,Western Kayah,Sino-Tibetan
kyv,Kewat,Indo-European
kyw,Kudmali,Indo-European
kyx,Rapoisi,North Bougainville
kyy,Asa’a,Trans-New Guinea
kza,"Karaboro, Western",Niger-Congo
kzb,Kaibobo,Austronesian
kzc,Bondoukou Kulango,Niger-Congo
kzd,Kadai,Austronesian
kze,Kosena,Trans-New Guinea
kzf,Da’a Kaili,Austronesian
kzg,Kikai,Japonic
kzi,Kelabit,Austronesian
kzk,Kazukuru,Austronesian
kzl,Kayeli,Austronesian
kzm,Kais,Trans-New Guinea
kzn,Kokola,Niger-Congo
kzo,Kaningi,Niger-Congo
kzp,Kaidipang,Austronesian
kzq,Kaike,Sino-Tibetan
kzr,Karang,Niger-Congo
kzs,Sugut Dusun,Austronesian
kzu,Kayupulau,Austronesian
kzv,Komyandaret,Trans-New Guinea
kzw,Karirí-Xocó,Language isolate
kzx,Kamarian,Austronesian
kzy,Kango,Niger-Congo
kzz,Kalabra,West Papuan
laa,Southern Subanen,Austronesian
lac,Lacandon,Mayan
lad,Ladino,Indo-European
laf,Lafofa,Niger-Congo
lag,Rangi,Niger-Congo
lai,Lambya,Niger-Congo
laj,Lango,Nilo-Saharan
lal,Lalia,Niger-Congo
lam,Lamba,Niger-Congo
lan,Laru,Niger-Congo
lao,Lao,Kra-Dai
lap,Laka,Nilo-Saharan
laq,Qabiao,Kra-Dai
lar,Larteh,Niger-Congo
las,Lama,Niger-Congo
lat,Latin,Indo-European
lau,Laba,West Papuan
law,Lauje,Austronesian
lax,Tiwa,Sino-Tibetan
laz,Aribwatsa,Austronesian
lbb,Label,Austronesian
lbc,Lakkia,Kra-Dai
lbe,Lak,Nakh-Daghestanian
lbf,Tinani,Sino-Tibetan
lbg,Laopang,Sino-Tibetan
lbi,La’bi,Niger-Congo
lbj,Ladakhi,Sino-Tibetan
lbk,"Bontok, Central",Austronesian
lbl,"Bikol, Libon",Austronesian
lbm,Lodhi,Indo-European
lbn,Rmeet,Austro-Asiatic
lbo,Laven,Austro-Asiatic
lbq,Wampar,Austronesian
lbr,Lohorung,Sino-Tibetan
lbs,Libyan Sign Language,Sign language
lbt,Lachi,Kra-Dai
lbu,Labu,Austronesian
lbv,Lavatbura-Lamusong,Austronesian
lbw,Tolaki,Austronesian
lbx,Lawangan,Austronesian
lbz,Lardil,Australian
lcc,Legenyem,Austronesian
lcd,Lola,Austronesian
lce,Sekak,Austronesian
lcf,Lubu,Austronesian
lch,Luchazi,Niger-Congo
lcl,Lisela,Austronesian
lcm,Tungag,Austronesian
lcp,Western Lawa,Austro-Asiatic
lcq,Luhu,Austronesian
lcs,Lisabata-Nuniali,Austronesian
lda,Kla-Dan,Niger-Congo
ldb,Duya,Niger-Congo
ldd,Luri,Afro-Asiatic
ldg,Lenyima,Niger-Congo
ldh,Lamja-Dengsa-Tola,Niger-Congo
ldi,Laari,Niger-Congo
ldj,Lemoro,Niger-Congo
ldk,Leelau,Niger-Congo
ldl,Kaan,Niger-Congo
ldm,Landoma,Niger-Congo
ldo,Loo,Niger-Congo
ldp,Tso,Niger-Congo
ldq,Lufu,Unclassified
lea,Lega-Shabunda,Niger-Congo
leb,Lala-Bisa,Niger-Congo
lec,Leco,Language isolate
led,Lendu,Nilo-Saharan
lee,Lyélé,Niger-Congo
lef,Lelemi,Niger-Congo
leh,Lenje,Niger-Congo
lei,Lemio,Trans-New Guinea
